source,target,legal_entity,BLEU,METEOR,COMET,term
"For the purpose of measuring the percentage change, either upward or downward, in the purchasing power of salaries in the national civil services, Eurostat shall, on the basis of information supplied before the end of September by the national authorities concerned, calculate specific indicators reflecting changes in the real remuneration of civil servants in central government, between the month of July of the previous year and the month of July of the current year.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im öffentlichen Dienst der Mitgliedstaaten prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der nationalen Beamten in den Zentralverwaltungen zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","information, civil, government",0.00397810118142876,0.08701472556894245,0.9269407391548157,government
"At NUTS level 1 for Belgium ""Gewesten/Régions"", for Germany ""Länder"", for Portugal ""Continente"", Região dos Açores and Região da Madeira, and for United Kingdom Scotland, Wales, Northern Ireland and the Government Office Regions of England.","NUTS-Ebene 1 für Belgien ""gewesten/régions"", für Deutschland ""Länder"", für Portugal ""Continente"", Região dos Açores und Região da Madeira sowie für das Vereinigte Königreich Scotland, Wales, Northern Ireland und das Government Office Regions of England.",government,0.42009988642685736,0.6785735423430735,0.9017834067344666,government
GG = general government (S. 13);,ÖHH = öffentliche Haushalte (Staat) (S. 13);,government,0.3347189874003768,0.5033238366571701,0.9767526388168335,government
"indemnities by the government for items of property, plant and equipment that were expropriated, for example, land that has to be used for public purposes;","von der Regierung gezahlte Abfindungen für Sachanlagen, die enteignet wurden, beispielsweise Grund und Boden, der für Zwecke des Gemeinwohls verwendet werden muss;","public, land, property, government",0.009152541620698935,0.07604562737642587,0.9391832947731018,government
Accounting for government grants and disclosure of government assistance,Bilanzierung und Darstellung von Zuwendungen der öffentlichen Hand,"accounting, disclosure, government",0.0,0.0,0.9703212976455688,government
How is it established in practice whether the operation of an installation is likely to have significant negative effects on the environment of another Member State?,"Wie wird in der Praxis festgestellt, ob vom Betrieb einer Anlage wesentliche nachteilige Auswirkungen auf die Umwelt in einem anderen Mitgliedstaat zu erwarten sind?","member, practice, state",0.008301095462822575,0.03831417624521073,0.9672602415084839,practice
A farmer who gives an agri-environment commitment relating to one part of a farm shall adhere to at least the standard of usual good farming practice throughout the farm.,"Ein Landwirt, der für einen Teil seines landwirtschaftlichen Betriebs eine Agrarumweltverpflichtung eingeht, muss im gesamten Betrieb mindestens die Anforderungen der guten landwirtschaftlichen Praxis im üblichen Sinne erfuellen.","commitment, practice",0.006244385951234721,0.016666666666666666,0.9435795545578003,practice
"In addition, the European Parliament's Temporary Committee on Foot-and-Mouth Disease found that, in practice, border inspections are failing to prevent significant quantities of meat and meat products from entering the Community illegally.","Ferner hat der Nichtständige Ausschuss für MKS des Europäischen Parlaments festgestellt, dass Grenzkontrollen in der Praxis nicht verhindern, dass erhebliche Mengen an Fleisch und Fleischerzeugnissen illegal in die Gemeinschaft gelangen.",practice,0.007087648989046159,0.10479041916167665,0.9299961924552917,practice
"acts of reproduction for the purpose of making citations or of teaching, provided that such acts are compatible with fair trade practice and do not unduly prejudice the normal exploitation of the design, and that mention is made of the source.","die Wiedergabe zum Zwecke der Zitierung oder für Lehrzwecke, sofern solche Handlungen mit den Gepflogenheiten des redlichen Geschäftsverkehrs vereinbar sind, die normale Verwertung des Geschmacksmusters nicht über Gebühr beeinträchtigen und die Quelle angegeben wird.","prejudice, practice",0.005508606419495829,0.053050397877984094,0.9170143604278564,practice
"For the purposes of these Conditions of Employment, ""local staff"" means staff engaged according to local practice for manual or service duties, assigned to a post not included in the list of posts appended to the budget of the Foundation and paid from the total appropriations for the purpose under the budget.","Örtlicher Bediensteter der Stiftung im Sinne dieser Beschäftigungsbedingungen ist ein Bediensteter, der - entsprechend den örtlichen Gepflogenheiten - zur Verrichtung von manuellen Tätigkeiten oder Hilfstätigkeiten eingestellt wird, für die in dem dem Haushaltsplan für die Stiftung beigefügten Stellenplan eine Planstelle nicht ausgebracht ist, und der seine Bezüge aus Mitteln erhält, die zu diesem Zweck im Haushaltsplan pauschal bereitgestellt werden.","practice, employment, foundation, post, service",0.004008443391882639,0.0315955766192733,0.9021689295768738,practice
"As far as veterinary medicinal products are concerned, such responsibility should be vested in a Committee for Medicinal Products for Veterinary Use.",Für Tierarzneimittel sollte diese Zuständigkeit einem Ausschuss für Tierarzneimittel übertragen werden.,"use, vested",0.007913247271422612,0.03787878787878788,0.9639118313789368,vested
"bonuses to which policy holders are already either collectively or individually entitled, however those bonuses are described - vested, declared or allotted,","Überschussanteilen, auf die die Versicherten gemeinsam oder einzeln bereits Anspruch haben, unabhängig von der Bezeichnung dieser Überschussanteile - unverfallbar, deklariert oder zugewiesen;","policy, vested",0.010293611585474203,0.07722007722007722,0.9386675357818604,vested
"company locks,","Unternehmenssperren,",company,0.11362193664674995,0.2380952380952381,0.9856147170066833,vested
