source,target,legal_entity,BLEU,METEOR,COMET,term
Change of the name or address of the holder or of his/her registered representative,Änderung des Namens oder der Anschrift des Inhabers oder seines eingetragenen Vertreters,"representative, holder",0.0,0.0,0.9793530106544495,representative
THE PLATE AND INSCRIPTIONS SHALL BE ATTACHED EITHER BY THE MANUFACTURER OR BY HIS AUTHORIZED REPRESENTATIVE.,Diese Schilder und Angaben sind vom Hersteller oder seinem Beauftragten anzubringen.,"representative, attached",0.011502783619900045,0.04,0.9717965722084045,representative
"the certified or uncertified extracts from the Register shall contain only the name of the holder, the name of any representative, the date of filing and registration, the file number of the application and the mention that publication is deferred, except where the request has been made by the holder or his/her representative.","die beglaubigten oder unbeglaubigten Auszüge aus dem Register enthalten lediglich den Namen des Inhabers, den Namen eines etwaigen Vertreters, den Anmeldetag und den Tag der Eintragung, das Aktenzeichen der Anmeldung und den Vermerk, dass die Bekanntmachung aufgeschoben wurde, es sei denn, die Auszüge werden vom Inhaber oder seinem Vertreter angefordert.","file, register, representative, holder, request, publication",0.004926907641268069,0.05253940455341506,0.9125592112541199,representative
"When the most favourable purchasing opportunities are being determined, only those offers which correspond to actual purchasing opportunities for quantities which are representative of the market shall be taken into account.","Bei der Ermittlung der günstigsten Einkaufsmöglichkeiten werden nur solche Angebote berücksichtigt, für welche tatsächliche Einkaufsmöglichkeiten für Mengen bestehen, die für den Markt repräsentativ sind.","representative, account",0.0067177027389942,0.03623188405797101,0.950242280960083,representative
an address of the representative for service (in Brussels if available) to which correspondence may be sent and documents delivered.,"eine Anschrift des Vertreters (in Brüssel, sofern vorhanden), an die sämtlicher Schriftverkehr und Unterlagen zu übermitteln sind.","representative, service",0.022023814946586635,0.1683257918552036,0.9517143964767456,representative
"Council Directive 70/524/EEC of 23 November 1970 concerning additives in feedingstuffs(12), provides for an authorisation procedure for placing on the market additives used in feedingstuffs.",Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt die Zulassung des Inverkehrbringens von Zusatzstoffen für Futtermittel.,procedure,0.04370614964591188,0.2718676122931442,0.9520126581192017,procedure
"If data collected through routine monitoring in accordance with Article 4 are not sufficient, coordinated monitoring programmes concerning one or more zoonoses and/or zoonotic agents may be established in accordance with the procedure referred to in Article 12(2).","Sind die bei der Routineueberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","article, procedure",0.006409912521492096,0.06493506493506493,0.9385454654693604,procedure
They shall be amended in accordance with the same procedure.,Die Änderung dieser Entscheidungen erfolgt nach dem gleichen Verfahren.,procedure,0.018850319022747353,0.049504950495049514,0.9720882773399353,procedure
"Technical specification of the index, including revisions to the weighting structure, can be redefined in accordance with the procedure referred to in Article 12(2).","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","structure, article, specification, procedure",0.009772992164303737,0.18807523009203683,0.9504990577697754,procedure
The procedure laid down in Article 24 shall apply for the purposes of: (a) determining the products to which intervention measures are to apply and specifying the qualities which may be bought in;,"Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","article, intervention, procedure",0.012603820262803964,0.09988132911392406,0.950755774974823,procedure
Capitalisation of borrowing costs is also not suspended when a temporary delay is a necessary part of the process of getting an asset ready for its intended use or sale.,"Die Aktivierung von Fremdkapitalkosten wird ferner nicht ausgesetzt, wenn eine vorübergehende Verzögerung notwendiger Prozessbestandteil ist, um den Vermögenswert für seinen beabsichtigten Gebrauch oder Verkauf herzurichten.","process, use, asset, sale, costs",0.006032401726201458,0.0176678445229682,0.9310833215713501,use
The recoverable amount of the know-how embodied in the process (including future cash outflows to complete the process before it is available for use) is estimated to be 500.,"Der erzielbare Betrag des in diesem Prozess verankerten Know-hows (einschließlich künftiger Zahlungsmittelabfluesse, um den Prozess vor seiner eigentlichen Nutzung zu fertig zu stellen) wird auf 500 geschätzt.","process, recoverable, use",0.008724383945340666,0.09646302250803857,0.9009843468666077,use
"Inventories also encompass finished goods produced, or work in progress being produced, by the enterprise and include materials and supplies awaiting use in the production process.","Des Weiteren umfassen Vorräte vom Unternehmen hergestellte Fertigerzeugnisse und unfertige Erzeugnisse sowie Roh-, Hilfs- und Betriebsstoffe vor Eingang in den Herstellungsprozess.","process, use, goods",0.008517399705356638,0.0635593220338983,0.9420862793922424,use
"For the purposes of this Directive, ""special or exclusive rights"" mean rights granted by a competent authority of a Member State by way of any legislative, regulatory or administrative provision the effect of which is to limit the exercise of activities defined in Articles 3 to 7 to one or more entities, and which substantially affects the ability of other entities to carry out such activity.","""Besondere oder ausschließliche Rechte"" im Sinne dieser Richtlinie sind Rechte, die von einer zuständigen Behörde eines Mitgliedstaats mittels Rechts- oder Verwaltungsvorschriften gewährt wurden und dazu führen, dass die Ausübung einer der in den Artikeln 3 bis 7 genannten Tätigkeiten einem oder mehreren Unternehmen vorbehalten wird und dass die Möglichkeit anderer Unternehmen, diese Tätigkeit auszuüben, erheblich beeinträchtigt wird.","authority, state, member, rights, competent",0.004369443554329883,0.06944444444444445,0.9237781167030334,use
"WHEN THE MOST FAVOURABLE PURCHASING OPPORTUNITIES ON THE WORLD MARKET ARE BEING ESTABLISHED , ACCOUNT SHALL BE TAKEN OF ALL INFORMATION RELATING TO :",BEI DER FESTSTELLUNG DER GÜNSTIGSTEN EINKAUFSMÖGLICHKEITEN AUF DEM WELTMARKT WERDEN ALLE INFORMATIONEN ÜBER,"information, account",0.0,0.03546099290780142,0.937417209148407,account
"livestock density shall be defined taking into account all grazing livestock kept on the farm or, in the case of a commitment to limit nutrient leaching, all animals kept on the farm which are relevant to the commitment in question.","es wird eine Besatzdichte festgesetzt, wobei sämtliches Weidevieh, das auf dem landwirtschaftlichen Betrieb gehalten wird, oder - im Fall einer Verpflichtung zur Verringerung der Nährstoffauswaschung - der gesamte auf dem landwirtschaftlichen Betrieb gehaltene Viehbestand, der für die jeweilige Verpflichtung von Bedeutung ist, zu berücksichtigen ist.","account, taking, commitment, case, relevant",0.004683720187797419,0.029880478087649404,0.9234161972999573,account
"For the purposes of this provision, circumstances arising from work done for another State or for an international organization shall not be taken into account;","Bei Anwendung dieser Vorschrift bleibt die Lage unberücksichtigt, die sich aus dem Dienst für einen anderen Staat oder eine internationale Organisation ergibt;","account, state",0.008301095462822575,0.0411522633744856,0.9640557765960693,account
"In the case of selection on the basis of a risk analysis the Member States shall take account of appropriate risk factors, and in particular:","Im Fall der Auswahl anhand einer Risikoanalyse berücksichtigen die Mitgliedstaaten geeignete Risikokriterien, und hier insbesondere:","member, risk, case, account",0.008301095462822575,0.05555555555555555,0.9682513475418091,account
"Member States shall ensure the availability and accessibility of the necessary collection facilities, taking into account in particular the population density;","Die Mitgliedstaaten stellen sicher, dass die insbesondere unter Berücksichtigung der jeweiligen Bevölkerungsdichte nötigen Rücknahmestellen zur Verfügung stehen und zugänglich sind;","member, account, taking",0.009849349468888718,0.045248868778280535,0.9528679251670837,account
"The coordinator, after consultation with the other relevant competent authorities, shall identify the type of transactions and risks regulated entities in a particular financial conglomerate shall report in accordance with the provisions of Article 7(2) and Article 8(2) on the reporting of intra-group transactions and risk concentration.","Der Koordinator legt nach Konsultation der anderen jeweils zuständigen Behörden fest, welche Arten von Transaktionen und Risiken von den beaufsichtigten Unternehmen eines bestimmten Finanzkonglomerats gemäß Artikel 7 Absatz 2 und Artikel 8 Absatz 2 über die Mitteilung von gruppeninternen Transaktionen und Risikokonzentrationen zu melden sind.","competent, article, risk, relevant",0.005107786384598448,0.06263048016701461,0.9056058526039124,competent
"The competent authorities involved, including the coordinator, shall where appropriate coordinate their supervisory actions.","Die betroffenen zuständigen Behörden - einschließlich des Koordinators - stimmen ihre Aufsichtstätigkeit untereinander ab, soweit dies angebracht ist.",competent,0.011466219374216899,0.050761421319796954,0.9645594954490662,competent
the competent services or institutions may extend that period up to a maximum of six months.,dieser Zeitraum kann von der zuständigen Arbeitsverwaltung oder dem zuständigen Träger auf höchstens sechs Monate verlängert werden.,competent,0.010845665754777514,0.027932960893854747,0.9691383242607117,competent
any financial contributions from the competent bodies referred to in Article 5;,"etwaige Finanzbeiträge der in Artikel 5 genannten zuständigen Stellen,","article, competent",0.018476860420522198,0.09708737864077671,0.9705228209495544,competent
The Committee shall keep any such guidance under review and take into account any changes to the consolidated supervision arrangements applied by such competent authorities.,Der Ausschuss überprüft diese Orientierungen regelmäßig und berücksichtigt dabei Änderungen bei der Ausübung der Beaufsichtigung auf konsolidierter Basis durch die betreffenden zuständigen Behörden.,"review, competent, account",0.0072658577559704465,0.020661157024793386,0.9522512555122375,competent
State the timing of physical inventory taking.,Angabe des vorgesehenen Zeitplans für die Aufnahme des realen Bestandes.,"taking, inventory, state",0.019090277826420414,0.04672897196261682,0.9670920372009277,taking
"The grounds for refusal mentioned in paragraphs 1 and 2 shall be interpreted in a restrictive way, taking into account for the particular case the public interest served by disclosure.","Die in den Absätzen 1 und 2 genannten Ablehnungsgründe sind eng auszulegen, wobei im Einzelfall das öffentliche Interesse an der Bekanntgabe zu berücksichtigen ist.","interest, taking, public, case, disclosure, account",0.008724383945340666,0.09398496240601505,0.9571112990379333,taking
An Invalidity Division shall be responsible for taking decisions in relation to applications for declarations of invalidity of registered Community designs.,Die Nichtigkeitsabteilungen sind zuständig für Entscheidungen im Zusammenhang mit einem Antrag auf Erklärung der Nichtigkeit eines eingetragenen Gemeinschaftsgeschmacksmusters.,"taking, responsible",0.008687475782716616,0.02590673575129534,0.9438300728797913,taking
"Reinforcement and extension of the scope of the RAPEX alert system, taking developments in market surveillance information exchange into account",Ausbau und Erweiterung des Anwendungsbereichs des RAPEX-Warnsystems unter Berücksichtigung der Entwicklung des Informationsaustauschs im Rahmen der Marktüberwachung,"extension, taking, exchange, information, surveillance, account",0.0,0.0,0.9487568736076355,taking
the taking of decisions.,der Entscheidungsprozeß.,taking,0.05372849659117709,0.15625,0.9695954918861389,taking
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.006289893946162305,0.10556621880998082,0.9371534585952759,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",0.005266039344377937,0.07731958762886598,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",0.005097615802300061,0.02481389578163772,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",0.011877413503212092,0.14519595338353744,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",0.010946357466256391,0.1590106007067138,0.9674302935600281,regulation
"The TACs shall not exceed a level of catches which a scientific evaluation, carried out by the STECF in the light of the most recent report of the ICES, has indicated will result in an increase of 30 % in the quantities of mature fish in the sea at the end of the year of their application, compared to the quantities estimated to have been in the sea at the start of that year.","Die TAC werden maximal in einer Höhe festgesetzt, bei der nach wissenschaftlicher Einschätzung des STECF unter Berücksichtigung des jüngsten ICES-Berichts gewährleistet ist, dass die Mengen geschlechtsreifer Fische im Meer am Ende des Jahres, für das die TAC gelten, im Vergleich zu den Mengen, die sich Schätzungen zufolge am Anfang dieses Jahres im Meer befanden, um 30 % zugenommen haben.",will,0.006952763401756345,0.09456845238095238,0.914156436920166,will
"The Community will select European postgraduate courses which, for the purposes of the programme, will be called ""Erasmus Mundus masters courses"" and will be selected on the basis of the quality of the courses offered and hosting of students, as provided for under ""Selection procedures"" in this Annex.","Die Gemeinschaft wählt gemäß den im Teil ""Auswahlverfahren"" dieses Anhangs dargelegten Verfahren europäische Postgraduiertenstudiengänge aus, die für die Zwecke dieses Programms als ""Erasmus-Mundus-Masterstudiengang"" bezeichnet und entsprechend der Qualität der angebotenen Kurse und der Betreuung der Studierenden ausgewählt werden.",will,0.005107786384598448,0.07743362831858407,0.9183598160743713,will
