source,target,legal_entity,BLEU,METEOR,COMET,term
"Two Member States or their competent authorities may, by mutual agreement and having received the Opinion of the Administrative Commission, adopt simplified forms for use between them.",ZWEI MITGLIEDSTAATEN ODER DEREN ZUSTÄNDIGE BEHÖRDEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION VEREINFACHTE FORMBLÄTTER FÜR IHRE GEGENSEITIGEN BEZIEHUNGEN VEREINBAREN.,"opinion, use, mutual, member, adopt, agreement, commission, competent",0.006244385951234721,0.024875621890547265,0.9436996579170227,agreement
Member States shall allow the investment firm to obtain this confirmation either in the form of a general agreement or in respect of each individual transaction.,"Die Mitgliedstaaten gestatten der Wertpapierfirma, diese Zustimmung entweder in Form einer allgemeinen Vereinbarung oder für jedes einzelne Geschäft einzuholen.","member, transaction, agreement, investment",0.008301095462822575,0.06944444444444445,0.9618474841117859,agreement
"This Agreement was signed, on behalf of the Community, on 23 September 2002 in Brussels, subject to a possible conclusion at a later date.",Dieses Abkommen wurde im Namen der Gemeinschaft am 23. September 2002 in Brüssel vorbehaltlich seines Abschlusses zu einem späteren Zeitpunkt unterzeichnet.,"conclusion, agreement",0.03776949794525175,0.18978723404255318,0.956515908241272,agreement
"However, by agreement between the competent institution and the institution of the place of stay or residence, those benefits may be provided by the latter institution on behalf of the former institution, in accordance with the legislation of the competent State.",Im Einvernehmen zwischen dem zuständigen Trägers und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Träger gewährt werden.,"state, residence, stay, agreement, competent, legislation",0.004089349842971759,0.013888888888888888,0.922630786895752,agreement
"Indication of the particular safeguard obligation assumed by the Community under an Agreement concluded with a third non-member State or an international organization, to which the nuclear material is subject (Article 20).",Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Staat oder einer zwischenstaatlichen Einrichtung (Artikel 20).,"material, state, member, article, agreement, obligation",0.027427210913946506,0.13020833333333334,0.96370929479599,agreement
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.006716472052354862,0.017857142857142856,0.9470723867416382,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.01428363257865929,0.03816793893129772,0.9647675156593323,commission
"After consulting the Commission,",nach Anhörung der Kommission -,commission,0.0,0.0,0.9598471522331238,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",0.004392487796991638,0.016025641025641024,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.004880197685284189,0.06147540983606558,0.9307515025138855,commission
